#============================
#============================
#Scheduler: FIFO scheduler
#Input: testdata1.txt
#- - - - - - - - - - - - - - -
0,Job101, , , , , , , 
1,Job101, , , , , , , 
2,Job101, , , , , , , 
3,Job101, , , , , , , 
4,Job101, , , , , , , 
5,Job101, , , , , , , 
6,Job101, , , , , , , 
7,Job101, , , , , , , 
8,Job101, , , , , , , 
9,, Job102, , , , , , 
10,, Job102, , , , , , 
11,, Job102, , , , , , 
12,, Job102, , , , , , 
13,, Job102, , , , , , 
14,, Job102, , , , , , 
15,, Job102, , , , , , 
16,, Job102, , , , , , 
17,, Job102, , , , , , 
18,, Job102, , , , , , 
19,, Job102, , , , , , 
20,, Job102, , , , , , 
21,, Job102, , , , , , 
22,, Job102, , , , , , 
23,, , Job103, , , , , 
24,, , Job103, , , , , 
25,, , Job103, , , , , 
26,, , Job103, , , , , 
27,, , Job103, , , , , 
28,, , Job103, , , , , 
29,, , Job103, , , , , 
30,, , Job103, , , , , 
31,, , Job103, , , , , 
32,, , Job103, , , , , 
33,, , Job103, , , , , 
34,, , Job103, , , , , 
35,, , , Job104, , , , 
36,, , , Job104, , , , 
37,, , , , Job105, , , 
38,, , , , Job105, , , 
39,, , , , Job105, , , 
40,, , , , Job105, , , 
41,, , , , Job105, , , 
42,, , , , Job105, , , 
43,, , , , Job105, , , 
44,, , , , , Job106, , 
45,, , , , , Job106, , 
46,, , , , , Job106, , 
47,, , , , , Job106, , 
48,, , , , , Job106, , 
49,, , , , , Job106, , 
50,, , , , , , Job107, 
51,, , , , , , Job107, 
52,, , , , , , Job107, 
53,, , , , , , Job107, 
#============================
#Total Process Count: 7
#Total Waiting Time: 198
#Average Waiting Time: 28.285715
#Total Turnaround Time: 252
#Average Turnaround Time: 36.0
#Total Context Switch Count: 7
#============================
#============================
#Scheduler: FIFO scheduler
#Input: testdata2.txt
#- - - - - - - - - - - - - - -
0,Job201, , , , , , , , , , , 
1,Job201, , , , , , , , , , , 
2,Job201, , , , , , , , , , , 
3,Job201, , , , , , , , , , , 
4,Job201, , , , , , , , , , , 
5,, Job202, , , , , , , , , , 
6,, Job202, , , , , , , , , , 
7,, Job202, , , , , , , , , , 
8,, Job202, , , , , , , , , , 
9,, Job202, , , , , , , , , , 
10,, Job202, , , , , , , , , , 
11,, Job202, , , , , , , , , , 
12,, Job202, , , , , , , , , , 
13,, Job202, , , , , , , , , , 
14,, Job202, , , , , , , , , , 
15,, Job202, , , , , , , , , , 
16,, Job202, , , , , , , , , , 
17,, Job202, , , , , , , , , , 
18,, Job202, , , , , , , , , , 
19,, Job202, , , , , , , , , , 
20,, Job202, , , , , , , , , , 
21,, Job202, , , , , , , , , , 
22,, Job202, , , , , , , , , , 
23,, Job202, , , , , , , , , , 
24,, Job202, , , , , , , , , , 
25,, Job202, , , , , , , , , , 
26,, Job202, , , , , , , , , , 
27,, Job202, , , , , , , , , , 
28,, Job202, , , , , , , , , , 
29,, Job202, , , , , , , , , , 
30,, Job202, , , , , , , , , , 
31,, Job202, , , , , , , , , , 
32,, Job202, , , , , , , , , , 
33,, Job202, , , , , , , , , , 
34,, Job202, , , , , , , , , , 
35,, Job202, , , , , , , , , , 
36,, Job202, , , , , , , , , , 
37,, , Job203, , , , , , , , , 
38,, , Job203, , , , , , , , , 
39,, , Job203, , , , , , , , , 
40,, , Job203, , , , , , , , , 
41,, , Job203, , , , , , , , , 
42,, , Job203, , , , , , , , , 
43,, , Job203, , , , , , , , , 
44,, , Job203, , , , , , , , , 
45,, , , Job204, , , , , , , , 
46,, , , Job204, , , , , , , , 
47,, , , Job204, , , , , , , , 
48,, , , Job204, , , , , , , , 
49,, , , Job204, , , , , , , , 
50,, , , Job204, , , , , , , , 
51,, , , Job204, , , , , , , , 
52,, , , Job204, , , , , , , , 
53,, , , Job204, , , , , , , , 
54,, , , Job204, , , , , , , , 
55,, , , Job204, , , , , , , , 
56,, , , Job204, , , , , , , , 
57,, , , Job204, , , , , , , , 
58,, , , , Job205, , , , , , , 
59,, , , , Job205, , , , , , , 
60,, , , , Job205, , , , , , , 
61,, , , , Job205, , , , , , , 
62,, , , , Job205, , , , , , , 
63,, , , , Job205, , , , , , , 
64,, , , , Job205, , , , , , , 
65,, , , , Job205, , , , , , , 
66,, , , , Job205, , , , , , , 
67,, , , , Job205, , , , , , , 
68,, , , , Job205, , , , , , , 
69,, , , , , Job206, , , , , , 
70,, , , , , Job206, , , , , , 
71,, , , , , , Job207, , , , , 
72,, , , , , , Job207, , , , , 
73,, , , , , , Job207, , , , , 
74,, , , , , , Job207, , , , , 
75,, , , , , , Job207, , , , , 
76,, , , , , , Job207, , , , , 
77,, , , , , , Job207, , , , , 
78,, , , , , , Job207, , , , , 
79,, , , , , , Job207, , , , , 
80,, , , , , , , Job208, , , , 
81,, , , , , , , Job208, , , , 
82,, , , , , , , Job208, , , , 
83,, , , , , , , Job208, , , , 
84,, , , , , , , Job208, , , , 
85,, , , , , , , Job208, , , , 
